Rank,Title,Score,Chapters/Volumes,Published,Link
12122,Ashita Shinu nara Nani Shitai?,6.65,Doujinshi (1 vols),Aug 2016 - Aug 2016,https://myanimelist.net/manga/102812/Ashita_Shinu_nara_Nani_Shitai
12123,Kekkon shite yo... Ouji-sama!?,6.65,Manga (1 vols),Aug 2013 - Sep 2016,https://myanimelist.net/manga/102870/Kekkon_shite_yo_Ouji-sama
12124,Miracle☆Gift,6.65,One-shot (? vols),Dec 2015 - Dec 2015,https://myanimelist.net/manga/103208/Miracle☆Gift
12125,Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?,6.65,Manga (2 vols),Jun 2017 - Feb 2018,https://myanimelist.net/manga/106845/Uchiage_Hanabi_Shita_kara_Miru_ka_Yoko_kara_Miru_ka
12126,B'T X,6.65,Manga (16 vols),Oct 1994 - Dec 1999,https://myanimelist.net/manga/132/BT_X
12127,20 Mensou ni Onegai!!,6.65,Manga (2 vols),Jul 1989 - Jun 1991,https://myanimelist.net/manga/552/20_Mensou_ni_Onegai
12128,Honey 2 Skip,6.65,Manga (2 vols),1998 -,https://myanimelist.net/manga/1078/Honey_2_Skip
12129,Wāq Wāq,6.65,Manga (4 vols),Aug 2004 - May 2005,https://myanimelist.net/manga/1625/Wāq_Wāq
12130,Shiawase no Housoku,6.65,Manga (1 vols),-,https://myanimelist.net/manga/2487/Shiawase_no_Housoku
12131,Grey,6.65,Manga (3 vols),Jan 1985 - Aug 1986,https://myanimelist.net/manga/2701/Grey
12132,Tsuki ni Mukatte Hoeru no sa,6.65,Manga (1 vols),-,https://myanimelist.net/manga/2738/Tsuki_ni_Mukatte_Hoeru_no_sa
12133,Booking Life,6.65,Manga (2 vols),May 2003 -,https://myanimelist.net/manga/3111/Booking_Life
12134,Suki wo Choudai,6.65,Manga (1 vols),Sep 2005 - Sep 2005,https://myanimelist.net/manga/3590/Suki_wo_Choudai
12135,Love Automation,6.65,One-shot (? vols),Aug 2007 - Aug 2007,https://myanimelist.net/manga/3987/Love_Automation
12136,Diamond Kiss,6.65,Manga (2 vols),2003 - 2003,https://myanimelist.net/manga/4596/Diamond_Kiss
12137,Kamen Rider ZO,6.65,Manga (1 vols),1989 - 1994,https://myanimelist.net/manga/4753/Kamen_Rider_ZO
12138,Maimiko: Touko no Jikenbo,6.65,Manga (1 vols),May 2003 - May 2003,https://myanimelist.net/manga/4970/Maimiko__Touko_no_Jikenbo
12139,Higanjima,6.65,Manga (33 vols),Nov 2002 - Jul 2010,https://myanimelist.net/manga/5227/Higanjima
12140,Midnight Eye Gokuu,6.65,Manga (4 vols),1987 - 1987,https://myanimelist.net/manga/6093/Midnight_Eye_Gokuu
12141,Furachi na Otokotachi,6.65,Manga (1 vols),-,https://myanimelist.net/manga/7191/Furachi_na_Otokotachi
12142,Parabellum,6.65,Manga (3 vols),Feb 2007 - Jun 2008,https://myanimelist.net/manga/7324/Parabellum
12143,Koi Beta!?,6.65,Manga (1 vols),-,https://myanimelist.net/manga/7600/Koi_Beta
12144,Manatsu no Nureta Toiki,6.65,Manga (1 vols),2008 - 2008,https://myanimelist.net/manga/8045/Manatsu_no_Nureta_Toiki
12145,Full Moon,6.65,Manga (4 vols),2008 -,https://myanimelist.net/manga/8332/Full_Moon
12146,Mazinger Z,6.65,Manga (5 vols),Oct 1972 - Aug 1973,https://myanimelist.net/manga/8773/Mazinger_Z
12147,Akuma na Kuchibiru,6.65,Manga (1 vols),Jul 2007 - Jul 2007,https://myanimelist.net/manga/10630/Akuma_na_Kuchibiru
12148,Snow Line,6.65,Manga (1 vols),-,https://myanimelist.net/manga/10819/Snow_Line
12149,Heart no Present,6.65,One-shot (? vols),-,https://myanimelist.net/manga/11122/Heart_no_Present
12150,Extra Existence,6.65,Manga (1 vols),Sep 2006 - Sep 2006,https://myanimelist.net/manga/11268/Extra_Existence
12151,World Destruction: Futari no Tenshi,6.65,Manga (2 vols),Jul 2008 - Jul 2009,https://myanimelist.net/manga/11408/World_Destruction__Futari_no_Tenshi
12152,Oyaji! Arisawa-san'chi no Hanashi,6.65,Manga (1 vols),-,https://myanimelist.net/manga/12460/Oyaji_Arisawa-sanchi_no_Hanashi
12153,Trusty Bell: Chopin no Yume,6.65,Manga (1 vols),Sep 2007 - Dec 2008,https://myanimelist.net/manga/12618/Trusty_Bell__Chopin_no_Yume
12154,Hi ga Kuretemo Aruiteru,6.65,Manga (1 vols),2001 - 2001,https://myanimelist.net/manga/13715/Hi_ga_Kuretemo_Aruiteru
12155,Migite ni Juu, Hidarite ni Ai.,6.65,Manga (1 vols),Apr 2003 - Apr 2003,https://myanimelist.net/manga/14303/Migite_ni_Juu_Hidarite_ni_Ai
12156,Tamashizume,6.65,Manga (2 vols),May 2007 - May 2008,https://myanimelist.net/manga/14410/Tamashizume
12157,500 Mile,6.65,Manga (1 vols),-,https://myanimelist.net/manga/14889/500_Mile
12158,Scandalous Honey,6.65,Manga (1 vols),2004 - 2004,https://myanimelist.net/manga/15248/Scandalous_Honey
12159,20 Seiki Shounen: Ujiko Ujio Sakuhinshuu,6.65,Manga (1 vols),2009 - 2009,https://myanimelist.net/manga/15691/20_Seiki_Shounen__Ujiko_Ujio_Sakuhinshuu
12160,Kagerou Meikyuu,6.65,Manga (2 vols),Jun 2008 - Oct 2009,https://myanimelist.net/manga/16589/Kagerou_Meikyuu
12161,Chaosic Rune ES,6.65,Manga (5 vols),2005 - May 2007,https://myanimelist.net/manga/16930/Chaosic_Rune_ES
12162,Nihon no Kyoudai,6.65,Manga (1 vols),1994 - 1994,https://myanimelist.net/manga/17139/Nihon_no_Kyoudai
12163,Hokuto no Ken - Juuza Gaiden,6.65,Manga (2 vols),Jan 2010 - Aug 2010,https://myanimelist.net/manga/17601/Hokuto_no_Ken_-_Juuza_Gaiden
12164,Zatouichi,6.65,Manga (1 vols),1966 - 1966,https://myanimelist.net/manga/17617/Zatouichi
12165,Sekai Saisoku no Level Up,6.65,Manga (? vols),Jun 2021 -,https://myanimelist.net/manga/141457/Sekai_Saisoku_no_Level_Up
12166,Isekaigaeri no Daikenja-sama wa Soredemo Kossori Kurashiteiru Tsumori desu,6.64,Manga (? vols),Aug 2021 -,https://myanimelist.net/manga/141673/Isekaigaeri_no_Daikenja-sama_wa_Soredemo_Kossori_Kurashiteiru_Tsumori_desu
12167,Blue Phobia,6.64,Manga (2 vols),Dec 2017 - May 2018,https://myanimelist.net/manga/111571/Blue_Phobia
12168,Hokenshitsu no Tsumuri-san,6.64,Manga (2 vols),Sep 2014 - Aug 2017,https://myanimelist.net/manga/114763/Hokenshitsu_no_Tsumuri-san
12169,Oni no Youna Love Comedy,6.64,Manga (5 vols),Aug 2018 - Jun 2019,https://myanimelist.net/manga/115192/Oni_no_Youna_Love_Comedy
12170,Niwa ni wa Ninin,6.64,Manga (1 vols),Feb 2018 - Aug 2018,https://myanimelist.net/manga/119986/Niwa_ni_wa_Ninin
12171,Seijo ni Naru node Nidome no Jinsei wa Katteni Sasete Moraimasu: Outaishi wa, Zense de Watashi wo Futta Koibito Deshita,6.64,Manga (? vols),Nov 2018 -,https://myanimelist.net/manga/120904/Seijo_ni_Naru_node_Nidome_no_Jinsei_wa_Katteni_Sasete_Moraimasu__Outaishi_wa_Zense_de_Watashi_wo_Futta_Koibito_Deshita
12172,Mutou to Satou,6.64,Manga (7 vols),Feb 2019 - Feb 2021,https://myanimelist.net/manga/123029/Mutou_to_Satou
12173,Yamiyo ni Asobu na Kodomotachi,6.64,Manga (1 vols),Sep 2009 - Jul 2010,https://myanimelist.net/manga/125748/Yamiyo_ni_Asobu_na_Kodomotachi
12174,Tsuki 50-man Morattemo Ikigai no Nai Tonari no Oneesan ni 30-man de Yatowarete "Okaeri" tte Iu Oshigoto ga Tanoshii,6.64,Manga (? vols),Apr 2020 -,https://myanimelist.net/manga/126141/Tsuki_50-man_Morattemo_Ikigai_no_Nai_Tonari_no_Oneesan_ni_30-man_de_Yatowarete_Okaeri_tte_Iu_Oshigoto_ga_Tanoshii
12175,VRMMO de Summoner Hajimemashita,6.64,Manga (5 vols),Sep 2018 - Apr 2021,https://myanimelist.net/manga/128833/VRMMO_de_Summoner_Hajimemashita
12176,Osake no Tame ni Otomege Settei wo Buchikowashita Kekka, Akuyaku Reijou ga Cheat Reijou ni Narimashita,6.64,Manga (? vols),Apr 2020 -,https://myanimelist.net/manga/129243/Osake_no_Tame_ni_Otomege_Settei_wo_Buchikowashita_Kekka_Akuyaku_Reijou_ga_Cheat_Reijou_ni_Narimashita
12177,Shinja Zero no Megami-sama to Hajimeru Isekai Kouryaku,6.64,Manga (? vols),Apr 2020 -,https://myanimelist.net/manga/130508/Shinja_Zero_no_Megami-sama_to_Hajimeru_Isekai_Kouryaku
12178,Chikan Saresou ni Natteiru S-kyuu Bishoujo wo Tasuketara Tonari no Seki no Osananajimi datta,6.64,Manga (? vols),Oct 2020 -,https://myanimelist.net/manga/130924/Chikan_Saresou_ni_Natteiru_S-kyuu_Bishoujo_wo_Tasuketara_Tonari_no_Seki_no_Osananajimi_datta
12179,Onna Senshi tte Motenai n desu!,6.64,Manga (3 vols),May 2018 - Feb 2020,https://myanimelist.net/manga/131547/Onna_Senshi_tte_Motenai_n_desu
12180,Kyou kara, Kimi wo Share Shimasu,6.64,Manga (? vols),Oct 2017 - Nov 2018,https://myanimelist.net/manga/133009/Kyou_kara_Kimi_wo_Share_Shimasu
12181,Iseikai Tensei,6.64,Manga (? vols),Aug 2020 -,https://myanimelist.net/manga/133345/Iseikai_Tensei
12182,Oda Nobunaga to Iu Nazo no Shokugyou ga Mahou Kenshi yori Cheat Datta node, Oukoku wo Tsukuru Koto ni Shimashita,6.62,Manga (? vols),Jul 2018 -,https://myanimelist.net/manga/133671/Oda_Nobunaga_to_Iu_Nazo_no_Shokugyou_ga_Mahou_Kenshi_yori_Cheat_Datta_node_Oukoku_wo_Tsukuru_Koto_ni_Shimashita
12183,Yuujin Character no Ore ga Motemakuru Wake Nai Darou?,6.64,Manga (? vols),Feb 2021 -,https://myanimelist.net/manga/136203/Yuujin_Character_no_Ore_ga_Motemakuru_Wake_Nai_Darou
12184,Dekiai Yakuza ni wa Amayakasarenai!,6.64,Manga (? vols),Mar 2021 -,https://myanimelist.net/manga/138394/Dekiai_Yakuza_ni_wa_Amayakasarenai
12185,Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru,6.64,Manga (? vols),Jan 2021 -,https://myanimelist.net/manga/138928/Yuusha_Party_wo_Tsuihou_sareta_Shiromadoushi_S-Rank_Boukensha_ni_Hirowareru__Kono_Shiromadoushi_ga_Kikakugai_Sugiru
12186,Glass Taion Shoukougun,6.64,Manga (1 vols),Jan 2018 - Sep 2019,https://myanimelist.net/manga/139259/Glass_Taion_Shoukougun
12187,Shiroi Kageboushi,6.64,Manga (1 vols),Mar 1976 - Mar 1976,https://myanimelist.net/manga/20742/Shiroi_Kageboushi
12188,Tsukumono,6.64,One-shot (? vols),Feb 2010 - Feb 2010,https://myanimelist.net/manga/22881/Tsukumono
12189,Region,6.64,Manga (3 vols),Aug 2007 - Aug 2008,https://myanimelist.net/manga/24648/Region
12190,12-ji no Kane ga Naru,6.64,One-shot (? vols),Apr 2011 - Apr 2011,https://myanimelist.net/manga/25964/12-ji_no_Kane_ga_Naru
12191,It to Lily,6.64,One-shot (? vols),2011 - 2011,https://myanimelist.net/manga/26198/It_to_Lily
12192,BlazBlue: Chimelical Complex,6.64,Manga (2 vols),Aug 2010 - 2011,https://myanimelist.net/manga/27085/BlazBlue__Chimelical_Complex
12193,Kira*Kira Crystal,6.64,One-shot (? vols),May 2008 - May 2008,https://myanimelist.net/manga/27457/KiraKira_Crystal
12194,Meikyuu Yaburi no Hananusubito,6.64,One-shot (? vols),Apr 2009 - Apr 2009,https://myanimelist.net/manga/27979/Meikyuu_Yaburi_no_Hananusubito
12195,Gekijouban Pocket Monster Diamond & Pearl: Genei no Hasha Zoroark,6.64,Manga (1 vols),May 2010 - Jul 2010,https://myanimelist.net/manga/28457/Gekijouban_Pocket_Monster_Diamond___Pearl__Genei_no_Hasha_Zoroark
12196,Itoshiki Bodyguard,6.64,Manga (1 vols),Aug 2009 - Aug 2009,https://myanimelist.net/manga/29593/Itoshiki_Bodyguard
12197,Tsukiyo no Kokuhaku,6.64,Manga (1 vols),Apr 2008 - Apr 2008,https://myanimelist.net/manga/29837/Tsukiyo_no_Kokuhaku
12198,Bleach 4-koma: Komaburi,6.64,Manga (2 vols),Aug 2011 - Mar 2013,https://myanimelist.net/manga/30541/Bleach_4-koma__Komaburi
12199,Shuukaku no Juunigatsu,6.64,Manga (2 vols),Dec 2010 - Nov 2011,https://myanimelist.net/manga/31129/Shuukaku_no_Juunigatsu
12200,Happy Project,6.64,Manga (4 vols),Dec 2011 - Aug 2012,https://myanimelist.net/manga/34339/Happy_Project
12201,Sheikh ni Sarawarete,6.64,Manga (1 vols),2008 - 2008,https://myanimelist.net/manga/34981/Sheikh_ni_Sarawarete
12202,Sensei to Himitsu wo...,6.64,Manga (1 vols),Jun 2010 - Dec 2010,https://myanimelist.net/manga/35451/Sensei_to_Himitsu_wo
12203,Persona x Tantei Naoto,6.64,Light Novel (1 vols),Jun 2012 - Jun 2012,https://myanimelist.net/manga/38155/Persona_x_Tantei_Naoto
12204,Hetamen,6.64,Manga (3 vols),Apr 2011 - Dec 2012,https://myanimelist.net/manga/39795/Hetamen
12205,Chigireta Heart,6.64,Manga (1 vols),2003 - 2003,https://myanimelist.net/manga/41107/Chigireta_Heart
12206,Hungry Joker,6.64,Manga (3 vols),Nov 2012 - May 2013,https://myanimelist.net/manga/45221/Hungry_Joker
12207,Bullet Armors,6.64,Manga (6 vols),Jun 2010 - Oct 2012,https://myanimelist.net/manga/45337/Bullet_Armors
12208,Kinjirareta Koi ni Ochite,6.64,Manga (1 vols),2007 - 2007,https://myanimelist.net/manga/47761/Kinjirareta_Koi_ni_Ochite
12209,Naze Toudouin Seiya 16-sai wa Kanojo ga Dekinai no ka?,6.64,Manga (8 vols),May 2011 - Jun 2014,https://myanimelist.net/manga/47971/Naze_Toudouin_Seiya_16-sai_wa_Kanojo_ga_Dekinai_no_ka
12210,Shino-chan wa Jibun no Namae ga Ienai,6.64,Manga (1 vols),Dec 2011 - Oct 2012,https://myanimelist.net/manga/49017/Shino-chan_wa_Jibun_no_Namae_ga_Ienai
12211,Haruno to Natsukawa.,6.64,Manga (1 vols),Jan 2013 - Jan 2013,https://myanimelist.net/manga/49827/Haruno_to_Natsukawa
12212,Koisuru Herb Shohousen,6.64,Manga (1 vols),2012 - 2012,https://myanimelist.net/manga/55375/Koisuru_Herb_Shohousen
12213,Salomelic,6.64,Manga (1 vols),Dec 2010 - Mar 2012,https://myanimelist.net/manga/68445/Salomelic
12214,Engeki-bu no Majo to Kishi,6.64,Manga (1 vols),Dec 2010 - Mar 2013,https://myanimelist.net/manga/69365/Engeki-bu_no_Majo_to_Kishi
12215,Kyupiko!: Fushimatsu Tenshi no Mismanagement,6.64,Manga (5 vols),Oct 2012 - Sep 2014,https://myanimelist.net/manga/70899/Kyupiko__Fushimatsu_Tenshi_no_Mismanagement
12216,Higan no Ishi,6.64,Manga (1 vols),Sep 2013 - Dec 2014,https://myanimelist.net/manga/81321/Higan_no_Ishi
12217,Sentirental Girl,6.64,Manga (3 vols),Oct 2014 - Dec 2015,https://myanimelist.net/manga/81685/Sentirental_Girl
12218,Nanoha Yougashiten no Ii Shigoto,6.64,Manga (7 vols),Apr 2015 - Oct 2016,https://myanimelist.net/manga/87014/Nanoha_Yougashiten_no_Ii_Shigoto
12219,Lip ni Shadow,6.64,Manga (1 vols),Mar 2015 - May 2015,https://myanimelist.net/manga/87422/Lip_ni_Shadow
12220,Diabolik Lovers: Anthology Cardinal,6.64,Manga (1 vols),Dec 2012 - Dec 2012,https://myanimelist.net/manga/88564/Diabolik_Lovers__Anthology_Cardinal
12221,9th Sleep,6.64,Manga (1 vols),2004 -,https://myanimelist.net/manga/202/9th_Sleep
12222,Dragon Hunter,6.64,Manhwa (39 vols),2000 -,https://myanimelist.net/manga/301/Dragon_Hunter
12223,Billion Girl,6.64,Manga (10 vols),Apr 1999 - Jul 2004,https://myanimelist.net/manga/835/Billion_Girl
12224,Agharta,6.64,Manga (11 vols),Feb 1997 - Mar 2017,https://myanimelist.net/manga/870/Agharta
12225,Bokura no Unsei,6.64,Manga (1 vols),2003 - 2003,https://myanimelist.net/manga/992/Bokura_no_Unsei
12226,Girlfriend,6.64,Manga (5 vols),Jun 2004 - Jun 2007,https://myanimelist.net/manga/1337/Girlfriend
12227,Hen,6.64,Manga (13 vols),Dec 1988 - 1995,https://myanimelist.net/manga/1447/Hen
12228,Route 20,6.64,Manga (1 vols),1993 - 1993,https://myanimelist.net/manga/1736/Route_20
12229,Oneesan no Jijou,6.64,Manga (1 vols),-,https://myanimelist.net/manga/3381/Oneesan_no_Jijou
12230,Dei Ecchi Ei,6.64,Manga (3 vols),Jul 2006 - Feb 2008,https://myanimelist.net/manga/3487/Dei_Ecchi_Ei
12231,Saratte Watashi no Knight,6.64,Manga (1 vols),-,https://myanimelist.net/manga/3693/Saratte_Watashi_no_Knight
12232,Urooboe Uroboros!,6.64,One-shot (? vols),Jan 2008 - Jan 2008,https://myanimelist.net/manga/5013/Urooboe_Uroboros
12233,Ai no Kotoba,6.64,Manga (1 vols),Jan 2007 - Mar 2007,https://myanimelist.net/manga/5086/Ai_no_Kotoba
12234,Voiceful,6.64,Manga (1 vols),Jun 2003 - Apr 2006,https://myanimelist.net/manga/5248/Voiceful
12235,Haisha,6.64,Manga (1 vols),1995 - 1996,https://myanimelist.net/manga/7216/Haisha
12236,Chiki Chiki Banana,6.64,Manga (1 vols),-,https://myanimelist.net/manga/7287/Chiki_Chiki_Banana
12237,Sora ni Taiyou ga Aru Kagiri,6.64,Manga (3 vols),1998 -,https://myanimelist.net/manga/7345/Sora_ni_Taiyou_ga_Aru_Kagiri
12238,Be My Sweet Darling,6.64,Manhwa (3 vols),2003 - 2004,https://myanimelist.net/manga/7525/Be_My_Sweet_Darling
12239,Hiiragi Shougakkou Renai Club,6.64,Manga (7 vols),Nov 2007 - Dec 2011,https://myanimelist.net/manga/8513/Hiiragi_Shougakkou_Renai_Club
12240,Yuuwaku no Bansan,6.64,Manga (1 vols),Feb 2007 - Feb 2007,https://myanimelist.net/manga/8523/Yuuwaku_no_Bansan
12241,Deco-Deco Kiss,6.64,One-shot (? vols),Apr 2007 - Apr 2007,https://myanimelist.net/manga/10057/Deco-Deco_Kiss
12242,Angry,6.64,Manhwa (6 vols),-,https://myanimelist.net/manga/10239/Angry
12243,Kago no Naka,6.64,One-shot (? vols),Feb 2007 - Feb 2007,https://myanimelist.net/manga/10748/Kago_no_Naka
12244,Tetsuwan Birdy,6.64,Manga (1 vols),1985 - 1988,https://myanimelist.net/manga/10909/Tetsuwan_Birdy
12245,Hajimete...,6.64,One-shot (? vols),2007 - 2007,https://myanimelist.net/manga/11152/Hajimete
12246,Happy Tomorrow,6.64,Manga (1 vols),1999 - 2003,https://myanimelist.net/manga/11345/Happy_Tomorrow
12247,Lemon no Himegoto,6.64,Manga (1 vols),2002 - 2002,https://myanimelist.net/manga/11555/Lemon_no_Himegoto
12248,Yoru wo Utau Kodomotachi,6.64,Manga (1 vols),2005 - 2005,https://myanimelist.net/manga/12537/Yoru_wo_Utau_Kodomotachi
12249,Blassreiter Genetic,6.64,Manga (3 vols),Dec 2007 - Feb 2009,https://myanimelist.net/manga/12793/Blassreiter_Genetic
12250,Japon,6.64,Manga (1 vols),Dec 2005 - Dec 2005,https://myanimelist.net/manga/13027/Japon
12251,Blackberry,6.64,One-shot (? vols),-,https://myanimelist.net/manga/13145/Blackberry
12252,Owari to Hajimari no Miles,6.64,Manga (? vols),Nov 2006 - Mar 2012,https://myanimelist.net/manga/13313/Owari_to_Hajimari_no_Miles
12253,Ai no Shittakabutta: Akeru to Kimochi ga Raku ni Naru,6.64,Manga (1 vols),1994 - 1994,https://myanimelist.net/manga/16342/Ai_no_Shittakabutta__Akeru_to_Kimochi_ga_Raku_ni_Naru
12254,Mission! School,6.64,Manga (4 vols),Jun 2009 - Dec 2011,https://myanimelist.net/manga/17093/Mission_School
12255,Kyoukai Meikyuu to Ikai no Majutsushi,6.64,Light Novel (? vols),May 2015 -,https://myanimelist.net/manga/89762/Kyoukai_Meikyuu_to_Ikai_no_Majutsushi
12256,Pokémon the Movie XY: Ring no Choumajin Hoopa,6.64,Manga (1 vols),Apr 2015 - Jun 2015,https://myanimelist.net/manga/93549/Pokémon_the_Movie_XY__Ring_no_Choumajin_Hoopa
12257,Brave Star☆Romantics,6.64,Manga (3 vols),Nov 2015 - Sep 2017,https://myanimelist.net/manga/93707/Brave_Star☆Romantics
12258,Ore ga Fujoshi de Aitsu ga Yuri-ota de,6.64,Manga (4 vols),Jan 2016 - Nov 2017,https://myanimelist.net/manga/95942/Ore_ga_Fujoshi_de_Aitsu_ga_Yuri-ota_de
12259,Renai Kyoutei,6.64,One-shot (? vols),Feb 2016 - Feb 2016,https://myanimelist.net/manga/96908/Renai_Kyoutei
12260,Prison Princess,6.64,One-shot (? vols),Jan 2016 - Jan 2016,https://myanimelist.net/manga/99620/Prison_Princess
12261,Modokidomo,6.64,Manga (2 vols),Jul 2016 - Jun 2017,https://myanimelist.net/manga/100166/Modokidomo
12262,Tonari no Hoshi no Ouji-sama,6.64,One-shot (? vols),Jun 2016 - Jun 2016,https://myanimelist.net/manga/102845/Tonari_no_Hoshi_no_Ouji-sama
12263,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,6.64,Light Novel (? vols),Feb 2017 -,https://myanimelist.net/manga/103995/Cheat_Kusushi_no_Slow_Life__Isekai_ni_Tsukurou_Drugstore
12264,Murabito desu ga Nani ka?,6.64,Manga (? vols),Jan 2017 -,https://myanimelist.net/manga/104247/Murabito_desu_ga_Nani_ka
12265,Salman,6.64,Manga (2 vols),Jan 2015 - Apr 2016,https://myanimelist.net/manga/106793/Salman
12266,Ousama Game: Rinjou,6.63,Manga (4 vols),Jan 2015 - Nov 2016,https://myanimelist.net/manga/90725/Ousama_Game__Rinjou
12267,Yoru no Uta,6.63,Manga (1 vols),Jul 1988 - Oct 1994,https://myanimelist.net/manga/91429/Yoru_no_Uta
12268,Kitsune to Pancake,6.63,Manga (4 vols),Mar 2014 - Jan 2018,https://myanimelist.net/manga/93642/Kitsune_to_Pancake
12269,Hachi-nan tte, Sore wa Nai deshou!,6.63,Manga (? vols),Apr 2015 -,https://myanimelist.net/manga/94181/Hachi-nan_tte_Sore_wa_Nai_deshou
12270,Kare wa Ima, Koi wo Shiteiru.,6.63,Manga (1 vols),Jul 2013 - Jul 2014,https://myanimelist.net/manga/94240/Kare_wa_Ima_Koi_wo_Shiteiru
12271,Namida no Tantanmen,6.63,One-shot (? vols),Jul 2014 - Jul 2014,https://myanimelist.net/manga/94968/Namida_no_Tantanmen
12272,Kimi ni Chiisana Uso Hitotsu,6.63,Manga (3 vols),Jun 2013 - Feb 2015,https://myanimelist.net/manga/97280/Kimi_ni_Chiisana_Uso_Hitotsu
12273,Himitsu no Reptiles,6.63,Manga (? vols),May 2016 -,https://myanimelist.net/manga/98702/Himitsu_no_Reptiles
12274,Saikyou Juzoku Tensei: Cheat Majutsushi no Slow Life,6.63,Light Novel (? vols),Jul 2016 -,https://myanimelist.net/manga/99602/Saikyou_Juzoku_Tensei__Cheat_Majutsushi_no_Slow_Life
12275,Rapid Commuter Underground,6.63,Manga (1 vols),Apr 2012 - Jun 2014,https://myanimelist.net/manga/102162/Rapid_Commuter_Underground
12276,Kaijuu no Buki Shokunin,6.63,Manga (1 vols),Jul 2016 - Oct 2016,https://myanimelist.net/manga/102871/Kaijuu_no_Buki_Shokunin
12277,Mainichi Kiss shite Ii desu ka?,6.63,Manga (4 vols),Dec 2016 - Mar 2018,https://myanimelist.net/manga/103655/Mainichi_Kiss_shite_Ii_desu_ka
12278,Just Be Friends,6.63,Manga (1 vols),May 2015 - Mar 2016,https://myanimelist.net/manga/104558/Just_Be_Friends
12279,Bishounen Tanteidan,6.63,Manga (? vols),Apr 2016 -,https://myanimelist.net/manga/104584/Bishounen_Tanteidan
12280,Shinonome Tantei Ibunroku,6.63,Manga (1 vols),Apr 2017 - Nov 2018,https://myanimelist.net/manga/104813/Shinonome_Tantei_Ibunroku
12281,Seitokaichou desu ga Josou Hajimemashita,6.63,Manga (1 vols),Aug 2016 - Jan 2018,https://myanimelist.net/manga/107985/Seitokaichou_desu_ga_Josou_Hajimemashita
12282,He~nshin!!: Sonata Birdie Rush,6.63,Manga (5 vols),May 2008 - Aug 2010,https://myanimelist.net/manga/18263/Henshin__Sonata_Birdie_Rush
12283,Milky Way,6.63,Manga (1 vols),Jun 2010 -,https://myanimelist.net/manga/19955/Milky_Way
12284,Majo no Kishi,6.63,Manga (1 vols),2006 -,https://myanimelist.net/manga/20590/Majo_no_Kishi
12285,Ouji-tachi wa Izon suru,6.63,Manga (1 vols),Sep 2008 - Nov 2008,https://myanimelist.net/manga/21446/Ouji-tachi_wa_Izon_suru
12286,Tetsuman: Tekken Comic,6.63,Manga (2 vols),2009 - 2010,https://myanimelist.net/manga/21615/Tetsuman__Tekken_Comic
12287,Alabaster,6.63,Manga (3 vols),Dec 1970 - Jun 1971,https://myanimelist.net/manga/22194/Alabaster
12288,Kanojo no Kagi wo Akeru Houhou,6.63,Manga (9 vols),Dec 2008 - Dec 2015,https://myanimelist.net/manga/22207/Kanojo_no_Kagi_wo_Akeru_Houhou
12289,Spotted Flower,6.63,Manga (? vols),Oct 2010 -,https://myanimelist.net/manga/23346/Spotted_Flower
12290,Houkago Chocolate,6.63,One-shot (? vols),May 2009 - May 2009,https://myanimelist.net/manga/23600/Houkago_Chocolate
12291,Soul Eater NOT!,6.63,Manga (5 vols),Jan 2011 - Nov 2014,https://myanimelist.net/manga/23661/Soul_Eater_NOT
12292,Teizokurei Monophobia,6.63,Manga (6 vols),Aug 2009 - Nov 2011,https://myanimelist.net/manga/24603/Teizokurei_Monophobia
12293,Puppy Lovers,6.63,Manga (3 vols),Jan 2010 - May 2014,https://myanimelist.net/manga/25338/Puppy_Lovers
